event_id,event_date,affected_city,disruption_type,severity_level,duration_days,delay_caused_days,estimated_cost_impact_inr,transport_mode_affected,disruption_occurred
EVT01271,2021-08-13,Mumbai,Political Unrest,Medium,15,20,2704773.36,Road,1
EVT01272,2021-10-28,Kolkata,Infrastructure Failure,Medium,16,19,884947.35,Road+Rail,1
EVT01273,2022-09-08,Surat,Heavy Snowfall,Medium,12,23,1763465.94,Road+Rail,1
EVT01274,2021-10-29,Bangalore,Infrastructure Failure,Medium,2,16,1374184.94,Road+Rail,1
EVT01275,2022-03-01,Mumbai,Cyclone,Low,3,1,885777.17,Air,1
EVT01276,2021-09-10,Bangalore,Political Unrest,High,5,16,2351182.35,All,1
EVT01277,2024-02-26,Ahmedabad,Heavy Snowfall,Low,1,15,632628.63,Rail,1
EVT01278,2024-03-15,Jaipur,Pandemic,Critical,9,4,1680114.37,Road+Rail,1
EVT01279,2023-09-22,Jaipur,Fuel Shortage,High,1,22,1879560.33,Road,1
EVT01280,2023-12-08,Bhopal,Flood,Critical,2,21,474914.58,Road,1
EVT01281,2023-02-01,Surat,Flood,Low,14,15,852088.82,Rail,1
EVT01282,2024-03-21,Bangalore,Pandemic,Low,6,23,2432990.91,All,1
EVT01283,2021-11-07,Chennai,Road Accident,Medium,10,8,4674117.28,Rail,1
EVT01284,2021-10-20,Mumbai,Cyclone,Critical,21,3,327418.99,Rail,1
EVT01285,2023-03-02,Nagpur,Fuel Shortage,Medium,4,9,1213419.91,Rail,1
EVT01286,2022-01-31,Bangalore,Pandemic,Medium,14,5,3611514.03,Rail,1
EVT01287,2022-02-06,Jaipur,Infrastructure Failure,Medium,16,13,327982.24,Road+Rail,1
EVT01288,2021-10-21,Bangalore,Infrastructure Failure,Medium,19,6,2435524.03,Air,1
EVT01289,2021-10-06,Ahmedabad,Road Accident,Medium,10,6,3656946.91,All,1
EVT01290,2021-03-22,Hyderabad,Pandemic,Medium,6,11,2229852.95,All,1
EVT01291,2023-11-08,Ahmedabad,Fuel Shortage,Low,10,13,1205916.51,Air,1
EVT01292,2022-05-27,Lucknow,None,Low,0,0,2623.35,All,0
EVT01293,2023-08-20,Kolkata,Flood,Medium,17,24,2719901.28,Road,1
EVT01294,2022-07-04,Pune,Political Unrest,High,14,23,1739762.65,Air,1
EVT01295,2024-01-14,Kolkata,None,Low,1,0,7423.06,Road+Rail,0
EVT01296,2024-04-13,Bhopal,Road Accident,Low,18,10,3133957.25,Air,1
EVT01297,2023-04-05,Kanpur,Strike,Medium,4,16,4539464.63,Air,1
EVT01298,2023-09-09,Delhi,Infrastructure Failure,Medium,14,4,2158133.35,Road+Rail,1
EVT01299,2021-05-08,Surat,Strike,Medium,14,12,1211642.04,Rail,1
EVT01300,2021-03-03,Bangalore,Flood,Critical,12,6,3447699.05,All,1
EVT01301,2023-07-02,Chennai,Fuel Shortage,Low,15,8,4779232.21,Air,1
EVT01302,2022-07-10,Chennai,Fuel Shortage,Critical,3,21,3810954.16,Road+Rail,1
EVT01303,2024-02-11,Delhi,Road Accident,Medium,8,4,2762983.09,Road+Rail,1
EVT01304,2023-06-07,Nagpur,Cyclone,Low,17,18,1355937.64,Rail,1
EVT01305,2022-08-09,Kolkata,Strike,High,12,16,4109409.41,Road,1
EVT01306,2024-02-26,Indore,Strike,Critical,16,23,1614560.93,Rail,1
EVT01307,2022-08-20,Kolkata,Cyclone,Critical,10,25,4431941.65,All,1
EVT01308,2024-03-30,Nagpur,Political Unrest,High,12,1,3881970.92,All,1
EVT01309,2023-01-28,Surat,Road Accident,Critical,14,8,555649.79,All,1
EVT01310,2021-01-05,Kanpur,Flood,High,14,15,1228088.12,Air,1
EVT01311,2022-05-02,Indore,Fuel Shortage,Medium,18,5,3641437.02,Air,1
EVT01312,2024-03-11,Ahmedabad,Infrastructure Failure,High,10,12,1790766.29,Air,1
EVT01313,2021-02-06,Indore,Political Unrest,Low,11,16,2761630.08,All,1
EVT01314,2021-02-27,Jaipur,Political Unrest,Low,13,13,246250.75,Road+Rail,1
EVT01315,2022-01-02,Kanpur,Political Unrest,High,20,8,4852420.92,All,1
EVT01316,2021-09-21,Delhi,Cyclone,Medium,1,20,1680912.24,Road,1
EVT01317,2022-09-06,Jaipur,Heatwave,High,2,17,3927906.08,All,1
EVT01318,2022-08-26,Lucknow,Flood,High,7,9,4990220.17,Road+Rail,1
EVT01319,2022-07-02,Lucknow,Pandemic,Critical,19,5,2447930.84,Road+Rail,1
EVT01320,2023-11-11,Chennai,Heatwave,High,11,17,4605234.46,Rail,1
EVT01321,2021-05-28,Bangalore,None,Low,0,0,5775.69,Road+Rail,0
EVT01322,2021-08-14,Ahmedabad,Political Unrest,Medium,15,8,220673.26,All,1
EVT01323,2022-02-10,Hyderabad,Infrastructure Failure,High,21,18,2966617.72,Rail,1
EVT01324,2022-10-19,Kolkata,Cyclone,Critical,5,14,787399.9,Road+Rail,1
EVT01325,2023-08-14,Mumbai,Heavy Snowfall,Critical,7,16,3679438.31,All,1
EVT01326,2022-03-20,Kanpur,Road Accident,High,12,2,1352395.98,Air,1
EVT01327,2021-08-13,Bangalore,Fuel Shortage,High,17,24,3747566.55,Road+Rail,1
EVT01328,2021-11-24,Lucknow,Cyclone,Low,7,16,3120149.49,Road+Rail,1
EVT01329,2022-09-22,Bangalore,Cyclone,Low,21,15,1375195.09,Road,1
EVT01330,2023-10-17,Mumbai,None,Low,0,0,9280.96,Air,0
EVT01331,2022-10-24,Indore,Road Accident,Critical,7,21,1778953.71,All,1
EVT01332,2021-01-31,Kolkata,Strike,Medium,10,8,3566500.72,Road+Rail,1
EVT01333,2022-09-03,Bangalore,Heatwave,High,19,12,1465454.23,Road,1
EVT01334,2021-01-10,Mumbai,Political Unrest,Low,15,23,2287862.18,Road+Rail,1
EVT01335,2023-07-29,Chennai,Heavy Snowfall,Low,1,19,1206363.15,All,1
EVT01336,2022-06-27,Bhopal,None,Low,0,0,7779.19,Air,0
EVT01337,2021-09-19,Lucknow,Infrastructure Failure,Medium,13,2,1497945.33,All,1
EVT01338,2022-05-28,Mumbai,Strike,Critical,16,1,814724.49,Rail,1
EVT01339,2021-02-06,Kanpur,Heavy Snowfall,High,14,18,1838422.82,Road+Rail,1
EVT01340,2023-12-13,Nagpur,Pandemic,High,21,15,4099956.59,Road+Rail,1
EVT01341,2023-10-22,Bhopal,Heavy Snowfall,Low,19,24,1243733.54,Rail,1
EVT01342,2024-02-02,Kolkata,Heatwave,Medium,15,3,1132270.21,Road,1
EVT01343,2021-11-18,Jaipur,Infrastructure Failure,Medium,21,18,2888794.68,All,1
EVT01344,2022-04-26,Mumbai,Fuel Shortage,High,4,20,2063609.17,Rail,1
EVT01345,2023-07-25,Kanpur,Heatwave,Critical,1,8,2550422.84,Rail,1
EVT01346,2024-03-27,Pune,Heavy Snowfall,Critical,11,19,2799760.38,Rail,1
EVT01347,2021-09-10,Ahmedabad,Infrastructure Failure,High,8,16,1948623.34,Road,1
EVT01348,2022-06-11,Surat,Strike,Critical,6,5,774047.48,All,1
EVT01349,2022-05-11,Bangalore,Flood,Critical,15,5,3869843.78,All,1
EVT01350,2023-10-26,Kolkata,Heavy Snowfall,Critical,21,8,2795365.08,All,1
EVT01351,2021-08-06,Lucknow,Political Unrest,Critical,6,10,1231995.36,Road,1
EVT01352,2021-11-20,Pune,Strike,High,14,21,3928962.02,Road+Rail,1
EVT01353,2021-07-27,Kolkata,Infrastructure Failure,High,5,18,3041085.25,Road+Rail,1
EVT01354,2021-09-16,Jaipur,Political Unrest,Medium,20,6,3380267.75,All,1
EVT01355,2022-06-10,Chennai,Cyclone,Medium,15,3,3822077.92,Air,1
EVT01356,2021-09-21,Bhopal,Cyclone,High,16,10,2618536.71,All,1
EVT01357,2021-08-20,Mumbai,Fuel Shortage,Medium,2,10,1871470.87,Road,1
EVT01358,2022-11-19,Chennai,Fuel Shortage,Critical,20,9,3096359.61,Road,1
EVT01359,2022-06-19,Kanpur,Strike,Critical,19,13,335845.96,Rail,1
EVT01360,2023-10-25,Bangalore,Flood,Low,1,12,1561484.57,Rail,1
EVT01361,2023-02-06,Pune,Road Accident,High,9,2,1982275.27,Road+Rail,1
EVT01362,2023-09-30,Chennai,Infrastructure Failure,Critical,17,8,2760437.28,Rail,1
EVT01363,2022-08-29,Jaipur,Heavy Snowfall,Low,19,20,2193152.71,Road+Rail,1
EVT01364,2022-05-08,Lucknow,Flood,High,13,12,4226457.08,Air,1
EVT01365,2021-04-17,Kolkata,None,Low,1,0,9750.39,Road+Rail,0
EVT01366,2022-09-13,Jaipur,Pandemic,Low,8,20,4987312.27,Road,1
EVT01367,2021-01-16,Bangalore,Pandemic,Critical,6,13,4919924.39,All,1
EVT01368,2021-08-04,Mumbai,Strike,High,1,21,2110701.11,All,1
EVT01369,2022-03-16,Jaipur,Heavy Snowfall,Critical,16,7,1953926.97,Road,1
EVT01370,2023-06-13,Surat,Strike,Critical,9,12,3251760.67,Rail,1
EVT01371,2023-09-30,Ahmedabad,Heatwave,Low,9,4,459512.68,Road,1
EVT01372,2023-03-28,Bhopal,Strike,Medium,21,5,3448639.4,Road,1
EVT01373,2023-04-08,Hyderabad,Flood,Critical,20,9,3020311.06,Road,1
EVT01374,2021-12-29,Kanpur,Strike,High,17,18,4553748.35,Air,1
EVT01375,2021-06-29,Hyderabad,Political Unrest,Critical,19,13,4412191.24,Road,1
EVT01376,2022-12-08,Nagpur,Heatwave,Low,16,15,1245934.14,Road,1
EVT01377,2021-09-03,Jaipur,Fuel Shortage,Medium,21,6,1297700.15,Road,1
EVT01378,2022-10-15,Chennai,Strike,High,8,1,853438.21,Road+Rail,1
EVT01379,2021-08-20,Bangalore,Infrastructure Failure,Low,15,8,4597672.44,Road+Rail,1
EVT01380,2021-08-02,Surat,Political Unrest,High,6,10,4387083.04,Road,1
EVT01381,2021-11-17,Lucknow,Flood,Medium,3,24,3510553.83,Rail,1
EVT01382,2023-10-24,Kanpur,Cyclone,High,17,22,2132102.91,Air,1
EVT01383,2022-10-13,Indore,Pandemic,Critical,11,21,1336722.84,Road+Rail,1
EVT01384,2022-01-03,Kanpur,Infrastructure Failure,High,10,22,367152.62,Rail,1
EVT01385,2022-10-25,Delhi,Road Accident,Low,4,23,4005661.11,Road+Rail,1
EVT01386,2024-04-08,Kanpur,Pandemic,Medium,13,9,2033151.66,Road,1
EVT01387,2023-12-12,Mumbai,Flood,High,7,25,2583741.16,Air,1
EVT01388,2022-01-11,Indore,Heatwave,High,3,24,2777128.94,Road+Rail,1
EVT01389,2021-02-26,Kolkata,Heavy Snowfall,Low,2,12,3131948.94,All,1
EVT01390,2022-07-21,Nagpur,Fuel Shortage,Low,8,25,2090168.65,All,1
EVT01391,2022-12-09,Nagpur,Heatwave,High,14,14,1750318.15,Road+Rail,1
EVT01392,2023-03-22,Kolkata,Cyclone,Low,18,11,96599.32,Air,1
EVT01393,2022-03-16,Kolkata,Pandemic,Low,13,20,2270792.67,All,1
EVT01394,2023-08-04,Delhi,Heavy Snowfall,High,13,13,1348871.23,Road,1
EVT01395,2023-03-20,Bhopal,Road Accident,High,3,18,205836.7,Rail,1
EVT01396,2023-10-30,Delhi,Flood,Critical,10,14,1770938.8,All,1
EVT01397,2023-04-01,Chennai,Heatwave,Critical,10,19,4542832.31,Road+Rail,1
EVT01398,2022-02-13,Mumbai,None,Low,0,0,1848.12,Road,0
EVT01399,2024-03-07,Surat,Heavy Snowfall,Critical,13,19,849171.39,Road+Rail,1
EVT01400,2022-12-03,Kolkata,Heavy Snowfall,Critical,1,19,2077614.3,Road+Rail,1
EVT01401,2021-10-11,Nagpur,Strike,Critical,14,17,1770912.55,All,1
EVT01402,2023-03-29,Mumbai,None,Low,0,0,7209.83,Rail,0
EVT01403,2022-12-21,Surat,Strike,Low,7,17,1178297.68,All,1
EVT01404,2023-10-20,Chennai,Pandemic,Critical,2,9,4954146.39,Road,1
EVT01405,2023-02-18,Bangalore,Fuel Shortage,Low,13,12,3402902.12,Road+Rail,1
EVT01406,2022-01-27,Kolkata,Heatwave,High,14,20,439967.35,Road,1
EVT01407,2023-06-02,Surat,Road Accident,Medium,13,13,118365.0,Air,1
EVT01408,2021-08-19,Pune,Strike,Low,8,3,517987.61,Rail,1
EVT01409,2023-08-14,Nagpur,Heavy Snowfall,Medium,14,21,658279.29,Rail,1
EVT01410,2023-05-23,Mumbai,Political Unrest,High,2,18,2224735.99,Rail,1
EVT01411,2021-02-21,Pune,None,Low,0,0,9603.29,Road,0
EVT01412,2022-11-04,Mumbai,None,Low,1,0,6371.62,Road+Rail,0
EVT01413,2021-12-15,Bangalore,Heatwave,Medium,1,3,3421463.58,Rail,1
EVT01414,2021-06-02,Kolkata,Strike,Critical,4,15,3888853.72,Road,1
EVT01415,2023-12-06,Lucknow,Cyclone,Critical,4,11,3606491.47,Rail,1
EVT01416,2022-09-09,Ahmedabad,Fuel Shortage,Low,7,21,1575312.52,Road,1
EVT01417,2023-12-27,Lucknow,Cyclone,Critical,12,21,3295664.08,Road,1
EVT01418,2022-03-08,Lucknow,Political Unrest,High,12,25,750440.0,Air,1
EVT01419,2023-10-17,Bhopal,Heatwave,High,1,2,4419042.27,Road+Rail,1
EVT01420,2022-07-24,Lucknow,Political Unrest,Low,10,6,828124.0,Rail,1
EVT01421,2022-07-27,Delhi,Pandemic,Low,11,9,2338374.42,Road,1
EVT01422,2023-07-03,Indore,Infrastructure Failure,Medium,6,21,4612263.54,Air,1
EVT01423,2022-08-10,Mumbai,Political Unrest,Critical,9,17,3912415.92,Rail,1
EVT01424,2023-04-15,Lucknow,Strike,Low,11,14,767788.41,All,1
EVT01425,2024-02-25,Bangalore,Strike,Critical,3,14,4902121.7,All,1
EVT01426,2022-11-28,Chennai,Heatwave,High,3,12,1525560.62,All,1
EVT01427,2024-04-10,Surat,Road Accident,Critical,20,8,3974998.68,Road,1
EVT01428,2023-06-16,Ahmedabad,Pandemic,Low,17,1,478650.12,Road+Rail,1
EVT01429,2021-09-10,Delhi,Road Accident,Medium,14,9,2553493.93,Rail,1
EVT01430,2022-03-17,Bhopal,Strike,Critical,14,2,4326647.56,Road,1
EVT01431,2022-12-08,Jaipur,None,Low,1,0,7532.64,Air,0
EVT01432,2024-04-13,Lucknow,None,Low,1,0,8649.46,Rail,0
EVT01433,2021-07-21,Mumbai,Strike,Medium,19,13,75940.93,Road+Rail,1
EVT01434,2023-10-26,Mumbai,Political Unrest,Critical,10,24,654620.16,All,1
EVT01435,2022-05-05,Bhopal,Fuel Shortage,Critical,15,8,4985606.02,Road,1
EVT01436,2023-12-24,Lucknow,Pandemic,Critical,18,3,4189655.69,Road,1
EVT01437,2022-03-19,Indore,Road Accident,Critical,18,22,4214109.88,Air,1
EVT01438,2024-02-04,Chennai,None,Low,0,0,326.18,Road+Rail,0
EVT01439,2021-11-23,Delhi,Heatwave,Medium,13,1,778996.18,All,1
EVT01440,2021-12-13,Pune,None,Low,0,0,1482.3,Road+Rail,0
EVT01441,2021-11-29,Bhopal,Political Unrest,Critical,5,11,1563347.85,All,1
EVT01442,2021-04-24,Lucknow,Heatwave,High,7,2,105199.41,Rail,1
EVT01443,2022-03-03,Surat,Strike,High,10,19,633002.75,Rail,1
EVT01444,2023-11-17,Mumbai,Heavy Snowfall,Medium,15,25,2861564.67,Road,1
EVT01445,2022-01-26,Bangalore,Heavy Snowfall,Low,12,16,4407882.6,Air,1
EVT01446,2021-08-19,Kanpur,Political Unrest,Low,9,25,1307653.0,Air,1
EVT01447,2022-02-27,Pune,Pandemic,Low,2,16,4473593.79,Road+Rail,1
EVT01448,2022-05-06,Mumbai,Cyclone,Critical,13,12,1858581.86,Road+Rail,1
EVT01449,2022-01-08,Chennai,Strike,Critical,4,3,981662.69,Road+Rail,1
EVT01450,2022-09-12,Kolkata,Flood,Medium,9,21,2833455.0,Rail,1
EVT01451,2022-12-12,Mumbai,Pandemic,Low,2,3,3943331.57,Road,1
EVT01452,2023-05-31,Indore,Infrastructure Failure,Low,15,9,4495092.74,Road,1
EVT01453,2024-02-23,Indore,Pandemic,Critical,3,23,4774413.84,Air,1
EVT01454,2024-02-05,Kanpur,Pandemic,Medium,3,14,1453874.14,Road,1
EVT01455,2021-08-30,Bangalore,Flood,Critical,12,12,2462389.33,Rail,1
EVT01456,2021-06-03,Surat,Political Unrest,Medium,1,3,3318733.91,Road+Rail,1
EVT01457,2021-05-11,Mumbai,Strike,Critical,11,17,2542252.13,Air,1
EVT01458,2021-10-13,Ahmedabad,Pandemic,Medium,18,17,960696.4,All,1
EVT01459,2023-09-28,Jaipur,Heavy Snowfall,High,11,5,522468.3,Rail,1
EVT01460,2022-06-30,Lucknow,Political Unrest,High,17,16,3456152.12,Road,1
EVT01461,2022-03-14,Pune,Political Unrest,Critical,10,9,3217958.98,All,1
EVT01462,2022-08-03,Lucknow,Heatwave,Low,20,25,1033419.14,Road+Rail,1
EVT01463,2022-05-15,Bhopal,Heatwave,Critical,6,15,357024.77,Road,1
EVT01464,2022-07-01,Ahmedabad,Road Accident,Critical,15,24,3819350.51,Road,1
EVT01465,2022-01-19,Bhopal,Pandemic,Low,13,4,628800.01,Road+Rail,1
EVT01466,2023-10-26,Surat,Fuel Shortage,Low,7,19,2999783.69,Road,1
EVT01467,2021-08-24,Ahmedabad,None,Low,1,0,3247.55,Road+Rail,0
EVT01468,2022-11-09,Chennai,Pandemic,Low,1,3,2279777.7,Rail,1
EVT01469,2021-04-05,Bhopal,Fuel Shortage,Low,8,6,1268594.04,Air,1
EVT01470,2021-08-22,Hyderabad,Road Accident,High,19,4,2153312.81,Rail,1
EVT01471,2022-05-07,Jaipur,Political Unrest,High,7,4,1983847.4,All,1
EVT01472,2021-04-28,Jaipur,Infrastructure Failure,Critical,15,16,4118612.78,Air,1
EVT01473,2024-03-08,Ahmedabad,Heatwave,Low,19,9,3602454.51,Road+Rail,1
EVT01474,2021-07-06,Hyderabad,Road Accident,Low,19,16,1253352.09,Road,1
EVT01475,2021-03-20,Delhi,Infrastructure Failure,Low,4,11,2066718.41,Rail,1
EVT01476,2023-09-02,Bhopal,Pandemic,High,10,6,2124806.96,All,1
EVT01477,2022-09-09,Pune,Flood,Low,13,24,3319797.33,Rail,1
EVT01478,2023-10-28,Lucknow,Cyclone,Critical,16,12,2251947.59,Road+Rail,1
EVT01479,2022-01-16,Jaipur,Infrastructure Failure,High,9,22,128521.95,Road,1
EVT01480,2022-09-03,Kanpur,Infrastructure Failure,Low,18,4,3052798.82,Road+Rail,1
EVT01481,2021-11-21,Hyderabad,Strike,Medium,20,17,3931563.81,Rail,1
EVT01482,2022-04-07,Indore,None,Low,0,0,3115.52,Road,0
EVT01483,2021-01-09,Surat,Political Unrest,Critical,18,12,2264562.57,Road+Rail,1
EVT01484,2021-07-04,Chennai,Road Accident,Low,14,15,2174954.79,Road,1
EVT01485,2022-10-20,Surat,Heavy Snowfall,High,13,9,1733302.81,Road+Rail,1
EVT01486,2023-06-25,Hyderabad,Heatwave,High,2,14,1757031.93,Road,1
EVT01487,2022-12-05,Chennai,Pandemic,Medium,13,16,3213662.0,Air,1
EVT01488,2024-02-11,Mumbai,Cyclone,Medium,19,14,103338.74,Road+Rail,1
EVT01489,2021-06-15,Kanpur,Political Unrest,Critical,6,4,1038300.51,Road,1
EVT01490,2023-11-16,Surat,Road Accident,Medium,6,18,1386703.52,All,1
EVT01491,2022-09-28,Jaipur,Heavy Snowfall,Low,20,11,3851470.32,Rail,1
EVT01492,2023-06-28,Delhi,Pandemic,Low,8,4,422642.52,Road+Rail,1
EVT01493,2023-06-08,Jaipur,Pandemic,Medium,8,12,3887299.36,Road,1
EVT01494,2022-03-27,Kolkata,Heavy Snowfall,Medium,15,5,1792272.04,Rail,1
EVT01495,2022-12-20,Surat,Strike,High,2,2,1154242.38,All,1
EVT01496,2023-08-30,Bhopal,Fuel Shortage,Critical,17,22,1602733.01,Air,1
EVT01497,2023-01-14,Surat,Cyclone,High,6,17,2594913.84,Road+Rail,1
EVT01498,2023-02-16,Surat,Political Unrest,Critical,1,17,3205724.87,Road+Rail,1
EVT01499,2022-05-08,Bhopal,Heatwave,Critical,19,7,1308058.64,All,1
EVT01500,2022-10-20,Lucknow,None,Low,1,0,7281.33,Air,0
